,Unnamed: 0,User Name,Status,Received,Complete,Decision,Type,Sent,grant,GPA,LSAT_x,Last Updated,Year,Law School,match,rank_2018,Tuition,FT Enrollment,Location,threshold,rank_2012,rank_2013,rank_2014,rank_2015,score 2012,score 2013,score 2014,score 2015,score 2009,score 2010,score 2011,rank_2009,rank_2010,rank_2011,rank_2000,rank_2001,rank_2002,rank_2003,rank_2004,rank_2005,rank_2006,rank_2007,rank_2008,rank_1987,rank_1990,rank_1991,rank_1992,rank_1993,rank_1994,rank_1995,rank_1996,rank_1997,rank_1998,rank_1999,Status_Final,Defer,Waitlist,Attend,Withdraw,Part Time,Sent_delta,Decision_delta,Waitlisted,Accepted,Pending,Rejected,ED,SP,grant yes,Attend Reported,Status_Final Reported,unranked,rank_cross,ED_school,ED_cross,SP_school,SP_cross,index,Major,Degree GPA,LSAT 2,LSAT 3,LSAT 1,LSDAS GPA,LSAT,Gender,State,Race2,Years out of Undergrad,group,public,college rank,tuition,groups,social sciences,arts & humanities,business & management,natural sciences,engineering,health professions,other,Athletic/Varsity,Community/Volunteer,Greek,Leadership,Legal Internship,Legal Work Experience,Military,Non-legal Internship,Non-legal Work Experience,Overseas,Strong Letters,Student Societies,EC at all,national_univ,national_lac,midwest_univ,western_univ,north_univ,hbcu,south_univ,western_college,midwest_college,south_college,eng_nodoctorate,north_college,Female,Male,south,west,northeast,midwest,1-2 Years,3-4 Years,In Undergrad,5-9 Years,10+ Years,white,asian and pacific islander,african,"Mixed, probably not urm",hispanic,mexican,puerto rican,Native American or alaskan,neutral,positive,bad,foreign,bad_school,Gender copy,major sum,stem & others,Ranked Nationally,Ranked Regionally,Described Positively,Described Negatively,Described Neutrally,College types reported,rank_2010_cp,unranked_2010,National top 5,National top 6-20,National top 21-50,National below 51,Law unranked,Law top 14,Law top 15-50,Law below 51,minority
42480,42480,AlmaMatters,Rejected  ,2006-12-30,2006-01-09,2006-03-22,,2006-01-09,,3.4,168.0,about 10 years,2006,University of Virginia,University of Virginia,8.0,"$56,300per year (in-state, full-time); $59,300per year (out-of-state, full-time)",893,"Charlottesville, VA",U Virginia,9.5,8.0,7.5,8.0,85.0,87.0,85.0,84.0,79.0,80.0,83.0,10.0,11.0,10.0,8.5,7.5,8.5,9.0,9.0,8.5,9.0,10.5,10.0,8.0,10.0,8.0,8.0,8.0,14.0,7.0,9.0,9.0,9.5,7.0,1,0,0,0,-1,0,130.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,9.0,1.0,0.0,0.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42482,42482,AlmaMatters,Rejected  ,2006-11-30,2006-12-02,2007-01-27,,2006-11-30,,3.4,168.0,about 10 years,2006,New York University,New York University,6.0,"$61,622per year (full-time)","1,369","New York, NY",New York U,6.0,6.0,6.0,6.0,89.0,92.0,89.0,88.0,85.0,87.0,87.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,5.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1,0,0,0,-1,0,90.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,4.5,1.0,0.0,0.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42483,42483,AlmaMatters,Rejected  ,2007-02-03,2007-02-22,2007-04-26,,2007-01-30,,3.4,168.0,about 10 years,2006,Duke University,Duke University,10.0,"$59,912per year (full-time)",676,"Durham, NC",Duke U,11.0,11.0,11.0,10.5,83.0,84.0,81.0,82.0,77.0,80.0,82.0,12.5,11.0,11.5,10.5,10.5,12.0,12.5,10.5,12.0,11.0,10.5,12.5,12.0,8.0,9.0,9.0,9.0,7.0,9.0,10.0,10.0,9.5,8.5,1,0,0,0,-1,0,151.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,11.0,0.0,0.0,1.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42484,42484,AlmaMatters,Rejected  ,2006-11-02,2006-11-14,2007-01-20,,2006-10-31,,3.4,168.0,about 10 years,2006,Harvard University,Harvard University,3.0,"$60,638per year (full-time)","1,771","Cambridge, MA",Harvard U,2.0,3.0,2.5,2.0,96.0,96.0,95.0,96.0,91.0,95.0,97.0,2.5,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.5,2.5,1.5,5.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.5,2.5,1,0,0,0,-1,0,60.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,3.0,0.0,0.0,1.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42486,42486,AlmaMatters,Accepted  W,2007-02-03,2007-02-09,2007-03-26,,2007-02-01,24000.0,3.4,168.0,about 10 years,2006,Rutgers The State University of New Jersey,Rutgers State University Camden,62.0,"$27,269per year (in-state, full-time); $39,683per year (out-of-state, full-time)",873,"newark, NJ",Rutgers Camden,89.0,99.5,91.0,81.5,45.0,42.0,39.0,40.0,43.0,45.0,45.0,79.0,80.5,82.5,,,,80.5,74.0,66.5,67.0,73.0,79.0,,,,,,,,,,,,3,0,0,0,1,0,153.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,67.0,0.0,0.0,0.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,80.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42487,42487,AlmaMatters,Accepted  W,2007-02-03,2007-02-09,2007-03-26,,2007-02-01,24000.0,3.4,168.0,about 10 years,2006,Rutgers The State University of New Jersey,Rutgers State University Camden,62.0,"$27,269per year (in-state, full-time); $39,683per year (out-of-state, full-time)",873,"newark, NJ",Rutgers Newark,89.0,85.0,87.0,84.5,45.0,45.0,40.0,39.0,43.0,43.0,45.0,79.0,90.0,82.5,,,,80.5,74.0,74.5,83.0,79.0,79.0,,,,,,,,,,,,3,0,0,0,1,0,153.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,83.0,0.0,0.0,0.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42488,42488,AlmaMatters,Accepted  W,2006-11-01,2006-11-07,2006-12-16,,2006-10-31,72600.0,3.4,168.0,about 10 years,2006,Temple University (Beasley),Temple University,53.0,"$24,786per year (in-state, full-time); $37,500per year (out-of-state, full-time)",534.0,"Philadelphia, PA",Temple U,63.5,59.5,56.5,62.0,50.0,52.0,47.0,45.0,48.0,48.0,47.0,60.5,67.5,74.5,,,,66.0,60.5,66.5,58.5,62.5,60.5,,,,,,,,,,,,3,0,0,0,1,0,60.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,58.5,0.0,0.0,0.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,67.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42489,42489,AlmaMatters,Accepted  W,2006-11-20,2006-11-20,2006-12-16,,2006-10-31,,3.4,168.0,about 10 years,2006,University of Texas Austin,University of Texas Austin,14.0,"$33,995per year (in-state, full-time); $50,480per year (out-of-state, full-time)",898,"Austin, TX",U Texas,14.5,16.5,15.5,15.0,77.0,77.0,74.0,73.0,71.0,74.0,76.0,16.5,15.5,15.5,15.0,15.0,15.0,15.0,15.0,15.5,16.0,18.0,16.5,11.0,16.0,15.0,15.0,15.0,21.0,17.0,18.0,18.0,31.0,15.0,3,0,0,0,1,0,60.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,16.0,1.0,0.0,0.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42490,42490,AlmaMatters,Accepted  W,2006-11-01,2006-11-10,2006-12-22,,2006-10-31,36000.0,3.4,168.0,about 10 years,2006,Vanderbilt University,Vanderbilt University,17.0,"$53,150per year (full-time)",572,"Nashville, TN",Vanderbilt U,16.5,16.5,15.5,16.5,76.0,77.0,74.0,72.0,72.0,73.0,75.0,15.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,17.5,16.5,15.0,,15.0,17.0,16.0,16.0,15.0,16.0,16.0,17.0,16.0,16.5,3,0,0,0,1,0,60.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,17.5,0.0,0.0,0.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42491,42491,AlmaMatters,Accepted  W,2006-11-01,2006-11-10,2006-12-13,,2006-10-31,69000.0,3.4,168.0,about 10 years,2006,University of Miami,University of Miami,77.0,"$49,042per year (full-time)",895.0,"Coral Gables, FL",U Miami,77.5,72.0,77.5,62.0,47.0,48.0,42.0,45.0,42.0,47.0,50.0,84.5,72.5,61.5,,,,84.5,79.0,74.5,67.0,73.0,84.5,,,,,,,,,,,,3,0,0,0,1,0,60.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,67.0,0.0,0.0,0.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,72.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42492,42492,AlmaMatters,Accepted  A,2006-11-07,2006-11-07,2006-12-11,,2006-10-31,30000.0,3.4,168.0,about 10 years,2006,Fordham University,Fordham University,36.0,"$56,146per year (full-time)",993,"New York, NY",Fordham U,32.0,31.0,39.0,37.5,64.0,66.0,56.0,56.0,60.0,62.0,62.0,28.0,32.0,35.5,33.5,32.5,33.5,33.0,35.5,29.0,32.5,26.0,28.0,,,,,,33.5,33.0,28.0,26.0,26.5,41.0,3,0,0,1,-1,0,60.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,32.5,1.0,0.0,0.0,0.0,29906,science,3.4,,,168.0,3.4,168.0,0.0,other,white,,national_univ,0.0,5.0,"$57,208",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42535,42535,AmberRen,Waitlisted  W,2006-11-21,2006-11-22,2006-12-21,,2006-11-16,,2.97,167.0,almost 10 years,2006,Valparaiso University,Valparaiso University F,,"$40,372per year (full-time)",328,"Valparaiso, IN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,1,0,76.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1.0,,0.0,0.0,0.0,0.0,37824,communications,3.67,,,167.0,2.97,167.0,0.0,missouri,white,,national_univ,1.0,216.0,"$25,999 (out-of-state), $9,734 (in-state)",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
42536,42536,AmberRen,Accepted  W,2006-11-07,2006-11-13,2007-01-11,,2006-11-06,25500.0,2.97,167.0,almost 10 years,2006,Indiana University Bloomington (Maurer),Indiana University Bloomington F,30.0,"$32,551per year (in-state, full-time); $53,301per year (out-of-state, full-time)",525,"Bloomington, IN",Indiana U Bloomington,24.5,27.0,25.0,29.5,67.0,67.0,64.0,58.0,57.0,65.0,65.0,36.5,24.0,27.0,38.5,41.5,39.0,38.5,40.5,37.0,37.5,39.5,36.5,,,,,,33.5,37.0,37.0,44.0,37.5,37.5,3,0,0,0,1,0,66.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,37.5,1.0,0.0,0.0,0.0,37824,communications,3.67,,,167.0,2.97,167.0,0.0,missouri,white,,national_univ,1.0,216.0,"$25,999 (out-of-state), $9,734 (in-state)",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42537,42537,AmberRen,Accepted  ,2006-10-27,2006-11-13,2006-12-23,,2006-10-24,30000.0,2.97,167.0,almost 10 years,2006,St. Louis University,St. Louis University,88.0,"$40,145per year (full-time)",447,"St. Louis, MO",St Louis University,105.0,103.0,102.0,96.5,42.0,41.0,35.0,37.0,40.0,42.0,-3.0,96.5,95.0,101.0,,,,,85.0,74.5,83.0,87.5,96.5,,,,,,,,,,,,3,0,0,0,-1,0,53.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,83.0,0.0,0.0,0.0,0.0,37824,communications,3.67,,,167.0,2.97,167.0,0.0,missouri,white,,national_univ,1.0,216.0,"$25,999 (out-of-state), $9,734 (in-state)",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42538,42538,AmberRen,Accepted  W,2006-10-25,2006-10-25,2007-02-09,,2006-10-23,51000.0,2.97,167.0,almost 10 years,2006,Case Western Reserve University,Case Western Reserve University,62.0,"$49,634per year (full-time)",421,"Cleveland, OH",Case Western Reserve U,63.5,67.5,66.0,65.5,50.0,49.0,44.0,44.0,47.0,51.0,51.0,64.0,56.5,57.5,,,,57.5,57.0,50.0,51.5,54.5,64.0,,,,,,,,,,,,3,0,0,0,1,0,52.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,51.5,0.0,0.0,0.0,0.0,37824,communications,3.67,,,167.0,2.97,167.0,0.0,missouri,white,,national_univ,1.0,216.0,"$25,999 (out-of-state), $9,734 (in-state)",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,56.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42539,42539,AmberRen,Accepted  W,2006-11-20,2006-11-21,2006-12-26,,2006-11-16,75000.0,2.97,167.0,almost 10 years,2006,Hofstra University (Deane),Hofstra University F,118.0,"$55,860per year (full-time)",695,"Hempstead, NY",Hofstra U,89.0,92.0,115.0,137.5,45.0,44.0,32.0,28.0,39.0,40.0,44.0,99.0,98.0,88.5,,,,,91.0,97.0,,,99.0,,,,,,,,,,,,3,0,0,0,1,0,76.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,1.0,,1.0,0.0,0.0,0.0,37824,communications,3.67,,,167.0,2.97,167.0,0.0,missouri,white,,national_univ,1.0,216.0,"$25,999 (out-of-state), $9,734 (in-state)",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42540,42540,AmberRen,Accepted  ,2006-11-07,2006-11-08,2007-01-24,,2006-11-06,,2.97,167.0,almost 10 years,2006,Washington University in St. Louis,Washington University in St Louis,18.0,"$53,506per year (full-time)",701,"St. Louis, MO",Washington U St Louis,18.5,23.0,19.5,18.0,73.0,69.0,67.0,69.0,67.0,69.0,70.0,19.0,19.0,19.0,30.0,29.0,27.5,25.5,21.0,24.5,20.0,19.0,19.0,,,,,,48.0,29.0,31.0,37.0,31.0,33.5,3,0,0,0,-1,0,66.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,20.0,1.0,0.0,0.0,0.0,37824,communications,3.67,,,167.0,2.97,167.0,0.0,missouri,white,,national_univ,1.0,216.0,"$25,999 (out-of-state), $9,734 (in-state)",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42541,42541,AmberRen,Accepted  W,2006-11-17,2006-11-20,2007-01-11,,2006-11-16,45000.0,2.97,167.0,almost 10 years,2006,Illinois Institute of Technology (Chicago Kent),Chicago-Kent College of Law (IIT),92.0,"$46,822per year (full-time)",607.0,"Chicago, IL",Illinois Institute of Technology,63.5,63.0,72.0,75.0,50.0,51.0,43.0,42.0,46.0,45.0,45.0,66.5,80.5,82.5,,,,73.0,64.5,66.5,62.0,62.5,66.5,,,,,,,,,,,,3,0,0,0,1,0,76.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,62.0,1.0,0.0,1.0,0.0,37824,communications,3.67,,,167.0,2.97,167.0,0.0,missouri,white,,national_univ,1.0,216.0,"$25,999 (out-of-state), $9,734 (in-state)",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42542,42542,AmberRen,Accepted D A,2006-11-08,2006-11-20,2007-01-18,,2006-11-06,24000.0,2.97,167.0,almost 10 years,2006,University of Minnesota,University of Minnesota Twin Cities,23.0,"$43,244per year (in-state, full-time); $51,590per year (out-of-state, full-time)",555,"Minneapolis, MN",U Minnesota,20.5,19.0,18.0,21.0,71.0,72.0,67.0,65.0,63.0,66.0,67.0,23.0,21.0,23.5,19.0,19.0,19.5,19.5,19.0,19.0,20.0,20.5,23.0,19.0,,22.5,21.0,25.0,17.0,18.0,21.0,23.0,18.0,18.5,3,0,0,1,-1,0,66.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,20.0,0.0,0.0,0.0,0.0,37824,communications,3.67,,,167.0,2.97,167.0,0.0,missouri,white,,national_univ,1.0,216.0,"$25,999 (out-of-state), $9,734 (in-state)",,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42543,42543,AmyF5985,Waitlisted  ,,,2007-04-09,,2006-09-25,,3.97,156.0,over 10 years,2006,Villanova University,Villanova University,77.0,"$43,895per year (full-time)",540,"Villanova, PA",Villanova U,89.0,103.0,98.5,96.5,45.0,41.0,36.0,37.0,45.0,49.0,48.0,70.0,62.5,69.0,,,,73.0,74.0,63.5,62.0,62.5,70.0,,,,,,,,,,,,2,0,1,0,-1,0,24.0,196.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,62.0,0.0,0.0,0.0,0.0,40776,history $ political science,4.0,,,156.0,3.97,156.0,0.0,,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,62.5,0.0,,,,,0.0,0.0,0.0,1.0,0.0
42544,42544,AmyF5985,Waitlisted  ,,,2007-03-21,,2007-01-09,,3.97,156.0,over 10 years,2006,George Mason University,George Mason University,41.0,"$25,351per year (in-state, full-time); $40,737per year (out-of-state, full-time)",365,"Arlington, VA",George Mason U,40.5,40.5,42.0,47.0,60.0,61.0,55.0,50.0,56.0,58.0,59.0,39.5,41.5,44.0,,48.0,47.5,41.5,38.5,43.5,37.5,34.5,39.5,,,,,,,,,,,,2,0,1,0,-1,0,130.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,37.5,1.0,0.0,0.0,0.0,40776,history $ political science,4.0,,,156.0,3.97,156.0,0.0,,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41.5,0.0,,,,,0.0,0.0,1.0,0.0,0.0
42545,42545,AmyF5985,Waitlisted  ,,,2007-02-04,,2006-12-28,,3.97,156.0,over 10 years,2006,Loyola University Chicago,Loyola University Chicago,82.0,"$47,416per year (full-time)",590.0,"Chicago, IL",Loyola U Chicago,73.5,67.5,77.5,69.5,48.0,49.0,42.0,43.0,42.0,43.0,46.0,84.5,90.0,78.5,,,,73.0,69.0,70.5,73.0,73.0,84.5,,,,,,,,,,,,2,0,1,0,-1,0,118.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,73.0,0.0,0.0,0.0,0.0,40776,history $ political science,4.0,,,156.0,3.97,156.0,0.0,,white,,,,,,neutral,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Female,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,0.0,,,,,0.0,0.0,0.0,1.0,0.0
